t_s,mode,wall,x_m,y_m,z_m,nose_x,nose_z,roll_rad,pitch_rad,heading_rad,desired_heading_rad,heading_error_rad,clearance_m,vx_mps,vy_mps,vz_mps,wx_radps,wy_radps,wz_radps,left_effort,right_effort,wp_x,wp_z
10.736,self_right,none,-1.5125487641066422,1.3788237902616498,-1.4908529174177656,-1.43535653279206,-1.0780074748794277,1.6211970155424842,-0.18960843960905496,0.18484179616210067,-2.4898861061868574,-2.674727902348958,6.36464346720794,-0.12939145193443477,0.02604666085581946,0.44253813802206493,-0.08697586278438156,0.37353071589026415,0.04333831159930366,0.00039950190820559414,0.0230900070777592,-4.8,-5.8
10.752,self_right,none,-1.51476824274452,1.379231794885023,-1.483655345768171,-1.4373079871733898,-1.0708601074152373,1.6208356937486266,-0.1842228682555225,0.18549104771507371,-2.4910162399965734,-2.676507287711647,6.36269201282661,-0.1387174148673529,0.025500288960823833,0.4498482280996669,-0.08378132508007333,0.3267598028346703,0.03638169997674849,0.0002277374626219082,0.02278563153204623,-4.8,-5.8
10.768,self_right,none,-1.5171211236189808,1.379631577692228,-1.4763601961458124,-1.4394299580455396,-1.0636083544880917,1.6203938352964098,-0.17948461263818424,0.18605045856366173,-2.492174989466971,-2.6782254480306324,6.36057004195446,-0.14705505465380486,0.0249864254503132,0.4559468513974064,-0.08139206971411024,0.2860294621231819,0.029968698813649077,0.00010255782305695327,0.02244296968826928,-4.8,-5.8
10.784,self_right,none,-1.5195950902045317,1.3800231923514212,-1.4689859980740043,-1.4417071961597594,-1.056271234634083,1.619876828124577,-0.17529903884509132,0.18652710647743992,-2.4933584179120474,-2.6798855243894875,6.35829280384024,-0.15462291159692557,0.024475916199577154,0.4608873794880048,-0.07970718047074182,0.25118178384509837,0.024088444724133372,2.5974749014923583e-05,0.02206403330593253,-4.8,-5.8
10.8,self_right,none,-1.5221801673914146,1.3804064769077378,-1.4615498582044548,-1.4441270073749344,-1.0488663181747588,1.619291219857945,-0.17157099725397731,0.1869275579171988,-2.4945631088041544,-2.6814906667213534,6.355872992625065,-0.1615673241801847,0.02395528476977753,0.4647587418468453,-0.07868042341920141,0.22225984631205792,0.01871216826307095,8.850101568268886e-29,0.021650834144540103,-4.8,-5.8
10.816,self_right,none,-1.525001578630205,1.3807898677707489,-1.4537833637374566,-1.4467811484731552,-1.041131495565209,1.618325599907526,-0.1640138464342787,0.18733289649013993,-2.4958370801030494,-2.6831699765931893,6.353218851526845,-0.17633820242438983,0.023961928938198013,0.48540590418738894,-0.14633646829788793,0.4530082809853785,0.015254556774995756,0.00042863968918323866,0.021205383963596305,-4.8,-5.8
10.832,self_right,none,-1.5278457994094092,1.3811501692730046,-1.4463118970609554,-1.4494712186810796,-1.0336892788058984,1.6174331365354848,-0.15725748942941598,0.18770647054828005,-2.4970797469707637,-2.6847862175190436,6.35052878131892,-0.17776379870027526,0.022518843890984703,0.4669666672813333,-0.13281734511448343,0.40460666026022885,0.01442672100161532,0.001678151404233805,0.020729694522605185,-4.8,-5.8
10.848,self_right,none,-1.5307397411855026,1.3814986808731757,-1.438910607739625,-1.4522570393043048,-1.0263085409665331,1.6166562892802452,-0.15255125663813285,0.18796851106696855,-2.4983200458167154,-2.686288556883684,6.347742960695695,-0.1808713610058387,0.02178197501069164,0.46258058258315315,-0.1020541331966979,0.2800082763135947,0.008886488894616249,0.0036939241164034037,0.02022577758107107,-4.8,-5.8
10.864,self_right,none,-1.533678455929566,1.381839210599162,-1.43154283619363,-1.455130123014483,-1.0189532587728458,1.6159590444200806,-0.14988490636726234,0.18812757965232887,-2.499561335068803,-2.687688914721132,6.344869876985516,-0.18366967150396296,0.021283107874134354,0.4604857216246925,-0.07347435417147924,0.15565562085694337,0.0033771144542055443,0.006421346796944251,0.01969564489849807,-4.8,-5.8
10.88,self_right,none,-1.5366514542893683,1.3821732037229733,-1.4241978126371062,-1.4580757339255748,-1.0116134501494922,1.6153283436600785,-0.14915564104073725,0.1881939594720884,-2.500803284363374,-2.6889972438354626,6.341924266074425,-0.18581239748764758,0.020874570238205006,0.4590639722827391,-0.0468166894295497,0.03748349502997411,-0.001723234759310386,0.009805808417108429,0.01914130823439037,-4.8,-5.8
10.896,self_right,none,-1.5396476186378374,1.382501393366144,-1.4168716178599108,-1.4610791331854216,-1.004285877566195,1.6147589251929368,-0.1502458864832719,0.18817642390856495,-2.5020447100491063,-2.6902211339576714,6.338920866814578,-0.18726027177931623,0.020511852698169998,0.45788717357471137,-0.021821896948694068,-0.07352069092770346,-0.006403745603523188,0.01379269794814867,0.018564779348252073,-4.8,-5.8
10.912,self_right,none,-1.5426563640599402,1.382824141055599,-1.4095639462432752,-1.464126981250164,-0.9969707615740231,1.6142489558063278,-0.15303318056619808,0.18808165017785644,-2.5032841075227164,-2.6913657577005727,6.335873018749836,-0.18804658888142212,0.020171730590929228,0.45672947603972897,0.0016287806408337747,-0.17702482694803248,-0.010738081300007961,0.01832740436131586,0.01796806999958752,-4.8,-5.8
10.928,self_right,none,-1.5456681766861875,1.3831415031103438,-1.40227713599905,-1.4672079081509721,-0.9896708027207278,1.6137987970995689,-0.1573912606905956,0.18791414093216255,-2.504519840604014,-2.6924339815361766,6.3327920918490275,-0.18823828914045707,0.019835128421546094,0.4554256402640775,0.0235988455514482,-0.2727762073252862,-0.014818709069765484,0.023355316627862638,0.01735319194790082,-4.8,-5.8
10.944,self_right,none,-1.5486750515853493,1.3834532375261406,-1.3950154826243926,-1.470312854474513,-0.9823905123863295,1.6134105256758413,-0.16319135058455542,0.18767645866417432,-2.5057502839740193,-2.6934267426381937,6.329687145525487,-0.187929681197621,0.01948340098730316,0.45385333591609056,0.04414280723083599,-0.3606055527380438,-0.018728306053327932,0.02882182371904193,0.016722156952696052,-4.8,-5.8
10.96,self_right,none,-1.5516620404902743,1.3837573323707886,-1.387812104362086,-1.473419243268246,-0.9751644766179384,1.6131117868716243,-0.17001934302948174,0.187387100000705,-2.5069696765415457,-2.6943567765422505,6.326580756731754,-0.18668680655780723,0.0190059277904941,0.45021114139417123,0.06147122606520429,-0.42270190139817976,-0.02118128145078269,0.0346723146061042,0.016076976773477594,-4.8,-5.8
10.976,self_right,none,-1.5546244194793155,1.3840530785831175,-1.380677111785399,-1.476523509697982,-0.9680026057987462,1.6129018650558018,-0.17772746939473505,0.18704326470658653,-2.5081762765564126,-2.695219541262999,6.323476490302018,-0.1851486868150702,0.01848413827056196,0.4459370360429247,0.07697030962785827,-0.4757473470413239,-0.02375948483129294,0.0408521782603023,0.015419663169749537,-4.8,-5.8
10.992,self_right,none,-1.5575591759588145,1.384339584549676,-1.3736211354218146,-1.4796251795935889,-0.960915075119152,1.6127807567888497,-0.1861984350225051,0.18663881269826535,-2.5093685473373295,-2.696007360035595,6.3203748204064105,-0.18342227996869478,0.01790662290989913,0.44099852272403295,0.09103149559124941,-0.5216069805049487,-0.02664800123366487,0.047306803652889313,0.014752227901015958,-4.8,-5.8
11.008,self_right,none,-1.5604659223285662,1.3846156522862585,-1.3666539634919266,-1.4827260342214448,-0.953911295722901,1.6127509272381373,-0.19532881774219807,0.1861685030401964,-2.510545438575723,-2.6967139416159194,6.317273965778555,-0.18167164810947017,0.017254233536413116,0.43544824561800854,0.1039580166742706,-0.5611067763597978,-0.029747854315411004,0.05398157975511539,0.014076682726781241,-4.8,-5.8
11.024,self_right,none,-1.5633464280924738,1.3848799431555439,-1.3597840340185225,-1.4858293753032568,-0.9469994576025986,1.612815358825814,-0.20503220820848186,0.1856286412389974,-2.5117063708902525,-2.69733501212925,6.314170624696743,-0.18003161024422593,0.016518179330334993,0.42937059208775,0.11597166135150319,-0.5952881553685669,-0.03294060521931882,0.06082189553823353,0.013395039406549474,-4.8,-5.8
11.04,self_right,none,-1.5662037450214972,1.3851311457317825,-1.3530181179562044,-1.4889391379979051,-0.9401862145118487,1.6129767309132292,-0.21523505048892005,0.18501710849003797,-2.512851139290247,-2.697868247780285,6.311060862002095,-0.17858230806396477,0.015700161014914258,0.4228697538948888,0.12719711148992352,-0.6249464445399405,-0.036116976736225104,0.06777313997349588,0.012709309699824834,-4.8,-5.8
11.056,self_right,none,-1.5690413519259157,1.3853684099501917,-1.3463581263185629,-1.492058143893609,-0.9334736561806627,1.6132339416548835,-0.22584921932266203,0.18433552098761136,-2.5139801259481667,-2.698315646935778,6.307941856106391,-0.17735043152615368,0.014829013650573543,0.4162494773525982,0.1372373383025178,-0.6492308347994584,-0.0390824783233659,0.07478070203215553,0.012021505366111402,-4.8,-5.8
11.072,self_right,none,-1.5718822895930369,1.385592034685506,-1.339763920135678,-1.4952040145864702,-0.9268227110731562,1.6135489294755652,-0.23628332291681303,0.18359702854408053,-2.5151010699615837,-2.6986980985056643,6.30479598541353,-0.17755860419508301,0.013976545957143793,0.41213788643030685,0.138136136883051,-0.6376275416366459,-0.041647147846460904,0.0817899706854625,0.011333638164913569,-4.8,-5.8
11.088,self_right,none,-1.5747365519611503,1.3858021453447378,-1.3332073728178715,-1.4983795729863951,-0.9202066321867574,1.6139309230442425,-0.24652539143534558,0.1828190174121264,-2.516218477503938,-2.6990374949160643,6.301620427013605,-0.1783913980070801,0.013131916201987911,0.4097842073629028,0.13941751643357894,-0.6251982882618226,-0.04291800600418472,0.08874633490466989,0.010647719855735415,-4.8,-5.8
11.104,self_right,none,-1.5776064992424392,1.3859982851908959,-1.3266938615768324,-1.501584820115055,-0.9136312703117155,1.6143778495421754,-0.2566304381840705,0.1820072156627689,-2.5173321533748916,-2.6993393690376606,6.298415179884945,-0.17937170508056446,0.012258740384880841,0.4070944525649337,0.14117404891485075,-0.6161846494283354,-0.04378411377779459,0.09559518366103081,0.009965762198081022,-4.8,-5.8
11.12,self_right,none,-1.580492103012514,1.386180434248814,-1.3202278915997778,-1.5048196848214737,-0.9071011736001787,1.6148900931867904,-0.26663618817403567,0.1811617413589446,-2.518441648046114,-2.6996033894050586,6.295180315178526,-0.18035023562968489,0.011384316119883445,0.40412312356591773,0.14335112803185543,-0.6094979888306211,-0.044561027251436014,0.10228190592579531,0.00928977695145477,-4.8,-5.8
11.136,self_right,none,-1.5833921383746583,1.3863488539377504,-1.3138120752424036,-1.508083915229551,-0.9006188135273476,1.6154688417732335,-0.27658119527108743,0.18028025469205625,-2.5195465395822194,-2.6998267942742755,6.291916084770449,-0.18125221013401965,0.010526230558526282,0.4009885223358867,0.14599864348459085,-0.6051822555902517,-0.045388577228042445,0.10875189067021647,0.00862177587536075,-4.8,-5.8
11.152,self_right,none,-1.586303869248012,1.386504152876615,-1.307446830193693,-1.5113760625985313,-0.8941844150254394,1.6161151498117812,-0.2865003760797465,0.17935965730395634,-2.5206464167223914,-2.700006074026348,6.288623937401469,-0.1819831795846084,0.009706183679047119,0.39782781554440666,0.14905893514385848,-0.6030174782178607,-0.04631421891709916,0.1149505268655464,0.007963770729303134,-4.8,-5.8
11.168,self_right,none,-1.5892230072414957,1.3866472852585106,-1.3011303000175662,-1.5146930684618165,-0.8877959459826067,1.6168296741559227,-0.29642532682301886,0.17839699242575002,-2.521740878463785,-2.7001378708895354,6.285306931538184,-0.18244612459272772,0.008945773868463337,0.3947831360079194,0.15246235121129995,-0.6028059930073267,-0.047333823338997764,0.12082320348303807,0.007317773272786019,-4.8,-5.8
11.184,self_right,none,-1.592143668572146,1.3867795576553963,-1.2948583288641615,-1.5180299985644914,-0.8814491321619153,1.6176124600407091,-0.3063836126482935,0.17738998429976818,-2.5228295276133776,-2.700219511913146,6.281970001435509,-0.18254133316563634,0.008267024805352578,0.39199819708779987,0.15611943930915267,-0.6043084804903568,-0.048414134956405314,0.12631530949394174,0.006685795265313778,-4.8,-5.8
11.2,cruise,none,-1.5950583993556968,1.38690262168258,-1.2886245289181641,-1.521379929006699,-0.8751375484616668,1.6184628025769499,-0.31639831461862894,0.1763373742369932,-2.523911964725557,-2.70024933896255,6.278620070993301,-0.18217067397192607,0.007691501698974563,0.38961249662483516,0.1599289479369053,-0.6072587878794015,-0.04950477028144406,0.8758148924634032,0.0404656564426033,-4.8,-5.8
11.216,self_right,none,-1.597998636446607,1.3846878774358344,-1.2838064341997173,-1.5248118864429059,-0.870232136613545,1.6236968443990705,-0.3341479711533663,0.17514829598991777,-2.524848959594096,-2.699997255584014,6.275188113557094,-0.18376481818189006,-0.1384215154215991,0.30113091990292873,0.4991761788586543,-1.038096419112215,0.03022633381839978,0.13593936558099692,0.00547194463552026,-4.8,-5.8
11.232,self_right,none,-1.601041173181415,1.383454912709355,-1.277976137080037,-1.5283538383001225,-0.8643137731310614,1.6268264315157732,-0.345653787388498,0.17394086627855157,-2.5259058277963002,-2.699846694074852,6.271646161699877,-0.19015854592548906,-0.07706029540496662,0.3643935699800077,0.30649206163960097,-0.676169956071271,-0.010251702229397912,0.13996209359965184,0.004894095532207448,-4.8,-5.8
11.248,self_right,none,-1.6039644925548073,1.3828471785636238,-1.271863361422075,-1.531824538487662,-0.8581051868476139,1.62896710582112,-0.3559086958328281,0.1726177646420601,-2.5269733677012716,-2.6995911323433317,6.268175461512338,-0.18270746083702474,-0.03798338410820056,0.3820484786226365,0.2342711501621512,-0.6096759767247928,-0.03671802764911582,0.14338580689672806,0.004338312915956135,-4.8,-5.8
11.264,self_right,none,-1.6068107828997105,1.3825874037770969,-1.265699182878754,-1.5352483292041246,-0.8518407345886809,1.6306249535782296,-0.36642424875351326,0.17122219026166444,-2.528033614446127,-2.6992558047077915,6.264751670795875,-0.17789314655644656,-0.016235924157935337,0.38526115895755386,0.20793803206569678,-0.6309567647635076,-0.05060873071067834,0.146155894443478,0.003806608546270438,-4.8,-5.8
11.28,self_right,none,-1.6095644819606567,1.382528948799919,-1.2595023080740346,-1.538587802996987,-0.8455429972193467,1.6320099651564761,-0.37689954568628536,0.16980696419849672,-2.529082296938614,-2.6988892611371105,6.261412197003013,-0.17210619130913754,-0.003653436073617974,0.3873046752949695,0.19058232905291309,-0.6315310035844353,-0.05701451926569796,0.1482177452111529,0.0033009941826546963,-4.8,-5.8
11.296,self_right,none,-1.6122298550244014,1.3825864841731974,-1.2532719996634873,-1.5418417021758954,-0.8392122117842786,1.6332610120305158,-0.3874700435318608,0.1683854365623379,-2.5301200944761164,-2.6985055310384545,6.258158297824105,-0.1665858164840371,0.0035959608299018985,0.3893942756592041,0.18269927424277332,-0.6390298978276109,-0.05968406590418491,0.14951674817100535,0.0028234815846130087,-4.8,-5.8
11.312,self_right,none,-1.6147990313236182,1.3827142760660336,-1.2470002933407613,-1.5449987189031913,-0.8328410046775578,1.6344469816559095,-0.398118395620685,0.16696590797137162,-2.531146642998482,-2.698112550969854,6.255001281096808,-0.1605735187010449,0.007986993302265783,0.3919816451703798,0.1785894467546867,-0.6447659944781238,-0.06034793872568553,0.14999829229428743,0.0023760825116495602,-4.8,-5.8
11.328,self_right,none,-1.6173090357420077,1.3828915125621806,-1.24055481532696,-1.5480507178322203,-0.8263045462862426,1.6354300421270906,-0.40767131060357,0.16565738991224344,-2.532181000037887,-2.6978383899501304,6.25194928216778,-0.15687527614933344,0.0110772810091883,0.40284237586258453,0.1545836322453694,-0.5794665148499853,-0.057692022522548264,0.023977152212540206,0.00196080872326847,-4.8,-5.8
11.344,self_right,none,-1.6198378258369666,1.383108307545144,-1.2337015610758966,-1.5510216992179624,-0.8193776048325275,1.6360672730650914,-0.4147490307108218,0.16459003532816527,-2.5332585791793187,-2.697848614507484,6.248978300782038,-0.15804938093492868,0.01354968643522158,0.4283283906914646,0.10872307735215875,-0.43034159421692064,-0.050789985723123904,0.023903673220545603,0.0015796719789740548,-4.8,-5.8
11.36,self_right,none,-1.6223369876403602,1.3833430453730886,-1.2266508844358208,-1.553951813551677,-0.8122555804507726,1.636756184454291,-0.4218272715723302,0.16354999073850382,-2.534350400847888,-2.697900391586392,6.246048186448323,-0.15619761271210067,0.014671114246534618,0.4406672900047304,0.11107474870801298,-0.43002448092010964,-0.047513079519173246,0.02378147192805907,0.001234684038270424,-4.8,-5.8
11.376,self_right,none,-1.6247782577804675,1.383596306054697,-1.219462970543669,-1.5567908804197548,-0.8050022166481862,1.6373440070317842,-0.428734393597102,0.16259012154614916,-2.535446004247151,-2.6980361257933003,6.243209119580245,-0.15257938375670382,0.015828792600523882,0.44924461825949247,0.10310778505310429,-0.4205365356859011,-0.044834120117171763,0.023612560094584765,0.0009278566606617175,-4.8,-5.8
11.392,self_right,none,-1.6271708988145528,1.3838690736229369,-1.212071509571543,-1.5595322366304787,-0.7975537037079726,1.6377828087605724,-0.43492584980943955,0.161748808699237,-2.536553418969794,-2.698302227669031,6.240467763369521,-0.1495400646303349,0.017047973015000755,0.46196631075787825,0.08706040951382779,-0.37786841981005126,-0.0411036694728097,0.02339894947962692,0.0006612016056522129,-4.8,-5.8
11.408,self_right,none,-1.6295226138691836,1.3841584266865752,-1.2044796135822577,-1.5621857121088625,-0.7899126809147802,1.6380913864609232,-0.44043421589852216,0.16102087246689809,-2.537673315461319,-2.698694187928217,6.237814287891137,-0.14698219091442924,0.018084566477393135,0.47449349933032947,0.0725609285352007,-0.33699328763292524,-0.03732177427982277,0.023142651842689693,0.0004367306327460483,-4.8,-5.8
11.424,self_right,none,-1.6318351405217635,1.3844624622326462,-1.196711355349623,-1.5647550534648087,-0.7821027906522311,1.6382738009221034,-0.44534462279205905,0.1604014265330264,-2.538803358742382,-2.6992047852754086,6.235244946535191,-0.14453291578624508,0.0190022216294414,0.4855161395396812,0.05927858183932407,-0.30129789063188434,-0.03382947807025306,0.02284567894327722,0.0002564555014473777,-4.8,-5.8
11.44,self_right,none,-1.6341081441382774,1.3847800887442432,-1.1887880885727906,-1.5672424352543708,-0.7741448962068087,1.638335538223737,-0.44973410978175254,0.15988438652329146,-2.5399412066370783,-2.69982559316037,6.232757564745629,-0.14206272603211897,0.019851656974809943,0.49520417355201796,0.0471806665009551,-0.2702783350680311,-0.030645201718822592,0.022510042540893786,0.00012238797126043542,-4.8,-5.8
11.456,self_right,none,-1.6363402393973758,1.3851105778832415,-1.1807291533193993,-1.569649175964777,-0.7660578352152543,1.6382831362349803,-0.4536774947931313,0.15946320626774055,-2.541084586701335,-2.7005477929690755,6.230350824035223,-0.13950595369364532,0.020655571187390778,0.5036834533369513,0.03627733018535752,-0.24379520217525652,-0.027753363862202025,0.022137754395043507,3.6539801689383644e-05,-4.8,-5.8
11.472,self_right,none,-1.6385295406355145,1.3854533344215247,-1.1725523284670054,-1.5719761375859544,-0.7578588940572926,1.6381241361728922,-0.4572492912741573,0.15913124043158144,-2.542231329969776,-2.7013625704013577,6.228023862414045,-0.13683132738366924,0.021422283642703464,0.5110515532746187,0.02659944095579342,-0.22182674972155117,-0.025119166521376295,0.021730826265230586,9.227522383952191e-07,-4.8,-5.8
11.488,self_right,none,-1.6406740446698986,1.3858077677843679,-1.1642741931769172,-1.574224011024867,-0.7495641824120767,1.637867014471143,-0.46052474658981885,0.15888197837559442,-2.543379389623625,-2.7022613679992196,6.2257759889751325,-0.13403150214901555,0.022152085177700988,0.5173834556305178,0.018188368310395484,-0.20441492560501467,-0.022697150660060273,0.02129126991095913,0.0002840957889358498,-4.8,-5.8
11.504,self_right,none,-1.642811698702935,1.3861857051145692,-1.1557034260012522,-1.5764803809114987,-0.7409744105224079,1.63736854928562,-0.46646905743048833,0.158595722607471,-2.544553433818791,-2.703149156426262,6.223519619088501,-0.13360337706478018,0.023621083137581364,0.5356729484790609,0.03121046813144146,-0.37125462531337644,-0.03181937381974784,0.02082109709173346,0.0013838538235915899,-4.8,-5.8
11.52,self_right,none,-1.6448166148952268,1.386568413077884,-1.1473068748592932,-1.578579048382725,-0.7325628757676826,1.6369096884207581,-0.47131653003471846,0.1583696723879019,-2.545688084086543,-2.7040577564744446,6.221420951617275,-0.12530726201823564,0.023919247707166125,0.5247844463724434,0.02255144596830972,-0.3032084089467965,-0.02708809619500803,0.020322319567057684,0.003260112423256726,-4.8,-5.8
11.536,self_right,none,-1.6467618597414762,1.3869523657591694,-1.1389068358382508,-1.5805559280977597,-0.7241577856703361,1.6364910336111966,-0.47426352461128934,0.15829339720078994,-2.5468119504017013,-2.7051053476024913,6.21944407190224,-0.12157780289059063,0.023997042580336327,0.5250024388151431,0.00603676933509837,-0.18555646378872193,-0.01668244274410165,0.019796949096435916,0.005858260559183786,-4.8,-5.8
11.552,self_right,none,-1.6486601023983742,1.3873382044727793,-1.1305032108648028,-1.582423183949368,-0.7157591082733619,1.6360744168156403,-0.47532759721527884,0.15836810982541433,-2.5479269157205686,-2.706295025545983,6.217576816050632,-0.11864016605612564,0.0241149196006225,0.5252265608405006,-0.012382887072867887,-0.06932407030332495,-0.00723415846836876,0.019246997439372485,0.00912368720262407,-4.8,-5.8
11.568,self_right,none,-1.6505200863158265,1.3877255093384624,-1.1221041060505885,-1.5841927828614248,-0.7073744485428721,1.635649542575284,-0.47460604993587513,0.15858604319325678,-2.549033471175036,-2.7076195143682926,6.215807217138575,-0.11624899484076044,0.024206554105187607,0.5249440508883968,-0.0304362410750731,0.04080475890083664,0.0014771601851717876,0.018674476355371512,0.013001781324830004,-4.8,-5.8
11.584,self_right,none,-1.6523481160304434,1.388113750540799,-1.1137204997612515,-1.5858748633537152,-0.6990142101072654,1.6352132049957506,-0.4722080682809854,0.15893796722384568,-2.550131472922512,-2.709069440146358,6.214125136646285,-0.11425185716355542,0.024265075146037166,0.5239753930835607,-0.04766104891342263,0.14415179570342104,0.009561768688654257,0.018081397603937167,0.017437931897053675,-4.8,-5.8
11.6,self_right,none,-1.6541483332865805,1.388502503053332,-1.1053645454386078,-1.5874773035900993,-0.6906900058304823,1.6347651898474185,-0.4682459179155342,0.15941489412889617,-2.5512203540500034,-2.7106352481788996,6.2125226964099,-0.11251357850856519,0.02429703203331284,0.5222471451652316,-0.06389772890670342,0.2405475711267156,0.01712099533743052,0.017469772944573542,0.022377527890547942,-4.8,-5.8
11.616,self_right,none,-1.6559228201006977,1.388891509230861,-1.0970488687621816,-1.5890056022398191,-0.6824139860596288,1.6343071045710356,-0.4628335118193149,0.16000861259040772,-2.5522992105761344,-2.712307823166542,6.210994397760181,-0.11090542588232846,0.02431288609555076,0.5197297922766404,-0.0790552655149602,0.3299023781761306,0.02425505457146293,0.016841614136785005,0.0277659582765634,-4.8,-5.8
11.632,self_right,none,-1.6576620502571309,1.3892797044308964,-1.088813646226832,-1.590464129717738,-0.6742241631532966,1.63388092799138,-0.45637322906230665,0.16068563723989338,-2.55336274628109,-2.7140483835209834,6.209535870282262,-0.10870188477707632,0.024262200002218414,0.5147014084593373,-0.08803199838891909,0.39477806411964733,0.030498428954130043,0.016198932940075652,0.03354861202635286,-4.8,-5.8
11.648,self_right,none,-1.6593618735632323,1.3896675165029282,-1.0806704526389515,-1.591850771153305,-0.6661318524442335,1.6334847065824945,-0.44898149973259605,0.16144108591413311,-2.5544092924049884,-2.7158503783191215,6.208149228846695,-0.10623895663133746,0.02423825450199086,0.508949599242538,-0.09606912519334426,0.4524345196057481,0.03638439043038956,0.015543741113949561,0.03967087811116932,-4.8,-5.8
11.664,self_right,none,-1.6610174595600486,1.3900553299590455,-1.0726328908735205,-1.5931610468782593,-0.6581506750210684,1.633115718218063,-0.44075981611237464,0.16227414159912437,-2.555436894193063,-2.7177110357921874,6.206838953121741,-0.10347412480102552,0.024238341007326126,0.502347610339431,-0.10335434841527917,0.5037870917377748,0.04214146857617218,0.014878050417911116,0.04607814550226305,-4.8,-5.8
11.68,self_right,none,-1.6626233982441956,1.3904436628567947,-1.0647126165670167,-1.5943899089647513,-0.650292309462319,1.6327739905588423,-0.43180785769229557,0.16318396286567965,-2.5564437144435095,-2.719627677309189,6.205610091035249,-0.1003711677591795,0.02427080610932504,0.49501714415649817,-0.10974759503746638,0.5489733571357502,0.047838407538459825,0.0142038726114644,0.05271580317088702,-4.8,-5.8
11.696,self_right,none,-1.664173705929568,1.3908332322688794,-1.0569188326447403,-1.5955320477828572,-0.6425659362305001,1.6324610416534782,-0.42221670459803956,0.1641689581153633,-2.557428080624124,-2.721597038739487,6.204467952217143,-0.09689423033578451,0.024348088255298578,0.4871114951422732,-0.11524391912361255,0.5885390007186426,0.05346156352058825,0.013523219454113491,0.05952924008829434,-4.8,-5.8
11.712,self_right,none,-1.665662324191667,1.3912248808306342,-1.0492582824689056,-1.5965824764239145,-0.6349782146013045,1.6321792746272903,-0.4120683289774282,0.1652265785554967,-2.558388555440855,-2.7236151339963515,6.203417523576086,-0.09303864138118122,0.024478035109670126,0.4787843859896667,-0.11987538843689452,0.6230561417790225,0.058966326639131095,0.012838102705362786,0.06646384522573506,-4.8,-5.8
11.728,self_right,none,-1.6670846397241443,1.3916192406463652,-1.0417365775984622,-1.5975383603930051,-0.6275345555956777,1.6319325063490218,-0.4014148118680913,0.16635256913467528,-2.559324028251763,-2.725676597386438,6.2024616396069945,-0.08889472077982936,0.02464748848318804,0.4701065544027143,-0.12385688230528069,0.6543836368540207,0.06427269396582845,0.012150534124716351,0.0734650075544623,-4.8,-5.8
11.744,self_right,none,-1.6684450962126782,1.3920193368597187,-1.0343149453363916,-1.5984147859081257,-0.6201944850369178,1.6316951181056343,-0.39084512378632763,0.16752127076637477,-2.5602389939411143,-2.7277602647074892,6.201585214091875,-0.08502853053337306,0.025006013334597628,0.46385201637940654,-0.12326671978545578,0.6491537278604196,0.06731899932017016,0.011462525471678382,0.08047811604572809,-4.8,-5.8
11.76,self_right,none,-1.6697566060255509,1.392424927553835,-1.0269577105097598,-1.5992325893890234,-0.6129210417502757,1.6314845407755627,-0.3804861589163928,0.1687135717347888,-2.561138852887244,-2.729852424622033,6.200767410610976,-0.08196936330454004,0.0253494183822608,0.4598271766644821,-0.12035675911790457,0.6362727849321599,0.0695678680858049,0.010776088505752951,0.08744855967078559,-4.8,-5.8
11.776,self_right,none,-1.6710157507162715,1.3928366293086012,-1.0196644297537598,-1.5999905986005827,-0.6057134329353644,1.6313035917056398,-0.3702791750146942,0.1699240617911092,-2.5620232013366997,-2.731947263127809,6.200009401399417,-0.07869654317004098,0.025731359672886,0.45583004725000537,-0.11787172506619813,0.6270463599147238,0.07150926356525604,0.010093234986444453,0.0943217274008848,-4.8,-5.8
11.792,self_right,none,-1.6722203456937375,1.3932545517541606,-1.012438292469054,-1.600686652126541,-0.5985748721422095,1.631153333308467,-0.36018451755717346,0.17115269800957264,-2.5628914685950255,-2.734044166604598,6.199313347873459,-0.07528718609162387,0.02612015284745466,0.4516335802941058,-0.11572013846208713,0.6202804254802239,0.07343553128717714,0.00941597667325696,0.10104300820727885,-4.8,-5.8
11.808,self_right,none,-1.6733697527413147,1.393678560802595,-1.0052820072452766,-1.601319156898425,-0.5915082627439072,1.6310342316728397,-0.3501610837227226,0.1724018014342406,-2.563743358893463,-2.7361451603277036,6.198680843101575,-0.07183794047357914,0.026500565527154813,0.4472678264860872,-0.11396146293613986,0.6160569164456121,0.07548032333063424,0.008746325325694566,0.10755779106122076,-4.8,-5.8
11.824,self_right,none,-1.6744655233674877,1.3941082487729104,-0.9981976192244512,-1.6018885132426484,-0.5845158845523255,1.630946132701119,-0.3401716478083665,0.17367417009740224,-2.564578961861362,-2.738253131958764,6.198111486757352,-0.06848566413580377,0.02685549814470975,0.4427742513015875,-0.11260119519807521,0.6141291141616996,0.0776599924426856,0.008086292703261642,0.11381146493396069,-4.8,-5.8
11.84,self_right,none,-1.6755115552824547,1.3945429330239276,-0.9911863945277698,-1.6023976371056798,-0.5775992151219764,1.6308884792886542,-0.33018225342671786,0.17497219536443182,-2.5653987849857947,-2.7403709803502263,6.19760236289432,-0.06537699468543044,0.02716776568857426,0.4382015435425864,-0.11163825779908325,0.6142898311381011,0.07994130661864353,0.007437890565462285,0.11974941879675169,-4.8,-5.8
