t_s,controller,phase,x,y,z,roll,pitch,yaw,wx,wy,wz,des_yaw,yaw_err,u_yaw_Nm,depth_err,u_depth_Nm,pitch_err,u_pitch_Nm,roll_err,u_roll_Nm,hipR_ref,kneeR_ref,ankleR_ref,hipL_ref,kneeL_ref,ankleL_ref,tau_hipR,tau_kneeR,tau_ankleR,tau_hipL,tau_kneeL,tau_ankleL,wp_idx,wp_x,wp_y,dist_to_wp
0.168,pid_ff,soft_start,0.0025448118822462788,-6.75288683105669e-09,1.259720948561643,1.0260977791473486e-17,-0.10553593415262684,3.14159,-5.0086542166148975e-15,-0.7908312766819912,-1.1100620733382938e-15,-2.355685267334723,0.7859100398448629,0.0,0.4597209485616429,0.0,0.06946406584737315,0.0,-1.0260977791473486e-17,0.0,0.0021477634315307838,-0.0062184697597489225,-0.0061342452157848665,0.0021477634315307287,-0.006218469759748845,-0.0061342452157848665,0.035462495916442016,-0.023141633714803073,-0.006567920735445295,0.035462495916473255,-0.023141633714794985,-0.006567920735442793,0,2.5,2.5,3.5337349151316824
0.172,pid_ff,soft_start,0.0026318647895176616,-6.9838895371195085e-09,1.2618496143306708,8.785369554674005e-18,-0.10872729414137663,3.14159,-2.7608890660823147e-15,-0.7967032068341996,-2.7590715623900787e-15,-2.355667838671946,0.7859274685076407,0.0,0.46184961433067073,0.0,0.06627270585862335,0.0,-8.785369554674005e-18,0.0,0.0022886887144096682,-0.006641429399711609,-0.006557273709514094,0.002288688714409613,-0.006641429399711532,-0.006557273709514094,0.037398516424236805,-0.024071868401555493,-0.006796491546594205,0.037398516424230054,-0.024071868401547465,-0.006796491546595229,0,2.5,2.5,3.5336733914842964
0.176,pid_ff,soft_start,0.0027204373040779313,-7.218924658046601e-09,1.2639971945868547,2.6813493548860756e-17,-0.1119411742084653,3.14159,5.4941815475443685e-15,-0.8023252142143428,-5.460523847214111e-16,-2.3556501051492025,0.7859452020303834,0.0,0.4639971945868546,0.0,0.06305882579153468,0.0,-2.6813493548860756e-17,0.0,0.0024354368633840223,-0.00708186523200103,-0.006997781240526295,0.0024354368633839676,-0.007081865232000953,-0.006997781240526295,0.03938042186176839,-0.025016383424164408,-0.00702858285373894,0.039380421861779404,-0.02501638342418138,-0.007028582853737039,0,2.5,2.5,3.5336107949735154
0.180,pid_ff,soft_start,0.002810548081114458,-7.458041695646408e-09,1.2661628742898967,4.6425598401588636e-17,-0.1151765959783461,3.14159,1.5974931639229109e-15,-0.8077029759851388,-2.0328071245125638e-15,-2.3556320629988887,0.7859632441806976,0.0,0.46616287428989667,0.0,0.059823404021653884,0.0,-4.6425598401588636e-17,0.0,0.002588084241814573,-0.0075400064462906044,-0.007455997035804764,0.0025880842418145185,-0.007540006446290527,-0.007455997035804764,0.041406939884113717,-0.025974991468081965,-0.007264431671665412,0.04140693988410528,-0.025974991468071272,-0.007264431671663347,0,2.5,2.5,3.533547112472841
0.184,pid_ff,soft_start,0.002902216244994272,-7.701291399876384e-09,1.2683458647807004,2.615107300226482e-17,-0.11843260492898056,3.14159,-4.02148447415821e-15,-0.812842447013266,-6.64592606110581e-17,-2.3556137083583506,0.7859815988212357,0.0,0.4683458647807004,0.0,0.05656739507101943,0.0,-2.615107300226482e-17,0.0,0.0027467047826451292,-0.008016074937833304,-0.00793214302672489,0.0027467047826450746,-0.008016074937833226,-0.00793214302672489,0.04347680990428323,-0.02694753752721594,-0.007504276990081473,0.04347680990429271,-0.026947537527232238,-0.007504276990083094,0,2.5,2.5,3.5334823305261653
0.188,pid_ff,soft_start,0.0029954613525492112,-7.94872566561959e-09,1.270545403553544,2.1335101958488677e-17,-0.1217082712508457,3.14159,1.2444307539617414e-15,-0.8177497966133995,-1.2942203873134155e-15,-2.355595037277195,0.7860002699023916,0.0,0.4705454035535439,0.0,0.05329172874915429,0.0,-2.1335101958488677e-17,0.0,0.0029113700053392936,-0.00851028535829388,-0.008426433899894658,0.002911370005339239,-0.008510285358293802,-0.008426433899894658,0.04558877402415756,-0.02793388829013978,-0.007748358303519544,0.0455887740241651,-0.027933888290139798,-0.007748358303517413,0,2.5,2.5,3.5334164353737867
0.192,pid_ff,soft_start,0.0030903033537240466,-8.200397432072811e-09,1.2727607539616166,5.0319474462184525e-17,-0.1250026904848511,3.14159,6.690567143397883e-15,-0.8224313533539702,-5.082042598582408e-16,-2.35557604572513,0.7860192614544559,0.0,0.47276075396161654,0.0,0.049997309515148886,0.0,-5.0319474462184525e-17,0.0,0.003082149032817152,-0.009022845166581027,-0.00893907714799507,0.0030821490328170977,-0.009022845166580949,-0.00893907714799507,0.04774157224556725,-0.02893392512267695,-0.007996914163939375,0.04774157224557248,-0.02893392512267632,-0.007996914163941375,0,2.5,2.5,3.5333494129802934
0.196,pid_ff,soft_start,0.0031867625504604516,-8.456360572058587e-09,1.2749912048637146,4.968735170969832e-17,-0.1283149839672246,3.14159,3.8761932829361054e-16,-0.8268935568682093,-5.214750564363355e-16,-2.355556729600157,0.7860385775794292,0.0,0.4749912048637146,0.0,0.04668501603277539,0.0,-4.968735170969832e-17,0.0,0.003259108608391997,-0.009553954679679623,-0.009470273120620694,0.0032591086083919424,-0.009553954679679545,-0.009470273120620694,0.04993394068239686,-0.029947539502360274,-0.0082501807981653,0.049933940682401395,-0.029947539502359215,-0.008250180798166687,0,2.5,2.5,3.5332812490636876
0.200,pid_ff,soft_start,0.0032848595545526826,-8.716669782479005e-09,1.2772360702193877,3.315925674710093e-17,-0.13164429910592126,3.14159,-6.139038236399584e-15,-0.8311429157947416,-2.0213519315480173e-16,-2.3555370847369725,0.7860582224426143,0.0,0.47723607021938763,0.0,0.043355700894078725,0.0,-3.315925674710093e-17,0.0,0.0034423131127070106,-0.010103807123482885,-0.01002021507512006,0.003442313112706956,-0.010103807123482807,-0.01002021507512006,0.052164611784538274,-0.030974630084647625,-0.008508390814736387,0.052164611784541515,-0.030974630084658665,-0.008508390814738018,0,2.5,2.5,3.533211929125237
0.204,pid_ff,soft_start,0.0033846152450878685,-8.981380465736138e-09,1.2794946886393206,2.1232717600588584e-17,-0.13498980951014794,3.14159,-1.4078140282942937e-15,-0.8351859711086894,-1.7358283102620557e-16,-2.35551710691545,0.7860782002641358,0.0,0.47949468863932054,0.0,0.04001019048985205,0.0,-2.1232717600588584e-17,0.0,0.0036318245806719767,-0.010672588683624586,-0.010589089227436179,0.0036318245806719225,-0.010672588683624508,-0.010589089227436179,0.054432315833577445,-0.03201510082776886,-0.008771772013545438,0.05443231583357942,-0.03201510082776467,-0.008771772013543507,0,2.5,2.5,3.5331414384796176
0.208,pid_ff,soft_start,0.003486050725977102,-9.250548622309764e-09,1.2817664228972656,4.309266416055046e-17,-0.13835071499208748,3.14159,2.1069935311976097e-15,-0.8390292642171114,-4.059335332914032e-16,-2.3554967918691117,0.7860985153104743,0.0,0.48176642289726557,0.0,0.03664928500791251,0.0,-4.309266416055046e-17,0.0,0.0038277027183999906,-0.011260478556311269,-0.011177074802947011,0.003827702718399936,-0.01126047855631119,-0.011177074802947011,0.05673578317362778,-0.033068859782574275,-0.009040546304166489,0.05673578317362997,-0.03306885978257138,-0.009040546304168073,0,2.5,2.5,3.533069762284991
0.212,pid_ff,soft_start,0.003589187283990738,-9.524230742222419e-09,1.2840506594093533,-4.6056931846500416e-17,-0.1417262414577354,3.14159,-2.030246163901798e-14,-0.8426793092763191,-1.0742240425444523e-16,-2.355476135293492,0.786119171886094,0.0,0.4840506594093532,0.0,0.03327375854226458,0.0,4.6056931846500416e-17,0.0,0.004030004920144148,-0.011867648999154412,-0.01178434408730592,0.004030004920144093,-0.011867648999154334,-0.01178434408730592,0.059073746799400376,-0.034135818285328384,-0.009314928733983475,0.059073746799402124,-0.03413581828531335,-0.009314928733984752,0,2.5,2.5,3.532996885572723
0.216,pid_ff,soft_start,0.003694046347632215,-9.802483681914372e-09,1.2863468076861764,7.893323682836244e-18,-0.14511564070188293,3.14159,1.6095043101888377e-14,-0.8461425692626021,-3.695847996952882e-16,-2.35545513285434,0.7861401743252463,0.0,0.48634680768617633,0.0,0.029884359298117058,0.0,-7.893323682836244e-18,0.0,0.004238786285234257,-0.012494265382002646,-0.012411062477282162,0.004238786285234202,-0.012494265382002568,-0.012411062477282162,0.061444945046555254,-0.035215890383280074,-0.009595126624233685,0.061444945046557474,-0.03521589038328059,-0.009595126624234788,0,2.5,2.5,3.532922793276507
0.220,pid_ff,soft_start,0.0038006494471174487,-1.0085364577513877e-08,1.2886542997625896,8.249484005765592e-17,-0.14851819012062725,3.14159,1.475191363956201e-14,-0.8494254353832942,-9.878243204123713e-16,-2.3554337801956016,0.7861615269839852,0.0,0.48865429976258956,0.0,0.026481809879372736,0.0,-8.249484005765592e-17,0.0,0.0044540996350135465,-0.013140486237773969,-0.013057388531601367,0.004454099635013493,-0.01314048623777389,-0.013057388531601367,0.06384812421798722,-0.036308992386489186,-0.009881338810304317,0.06384812421797324,-0.03630899238648956,-0.009881338810301862,0,2.5,2.5,3.532847470260704
0.224,pid_ff,soft_start,0.003909018175670115,-1.037293072804866e-08,1.2909725896097608,1.4382079156587242e-16,-0.15193319235333824,3.14159,1.5448374563621697e-14,-0.8525342094659508,-1.5395646129641055e-16,-2.355412072947136,0.7861832342324497,0.0,0.49097258960976076,0.0,0.023066807646661747,0.0,-1.4382079156587242e-16,0.0,0.004675995529775357,-0.013806463313287906,-0.013723474021785987,0.004675995529775303,-0.013806463313287828,-0.013723474021785987,0.06628204104513198,-0.037415042482730275,-0.01017375498138029,0.06628204104512055,-0.03741504248273084,-0.01017375498138132,0,2.5,2.5,3.532770901347751
0.228,pid_ff,soft_start,0.004019174152294958,-1.066523950248318e-08,1.2933011525336076,1.455393547486147e-16,-0.15535997486471984,3.14159,5.701711867846655e-15,-0.8554750890031639,7.52410306015439e-16,-2.355390006732141,0.7862053004474454,0.0,0.4933011525336075,0.0,0.019640025135280154,0.0,-1.455393547486147e-16,0.0,0.00490452228569985,-0.014492341620097724,-0.01440946398299578,0.004904522285699796,-0.014492341620097646,-0.01440946398299578,0.06874546492825075,-0.0385339603799101,-0.010472555114100685,0.06874546492824124,-0.038533960379910526,-0.010472555114101417,0,2.5,2.5,3.5326930713445215
0.232,pid_ff,soft_start,0.0041311389861511,-1.0962348241289542e-08,1.2956394845633739,1.7816223850830765e-16,-0.15879788947645576,3.14159,5.9528838830056554e-15,-0.8582541545665627,1.5621178755673734e-16,-2.355367577174258,0.7862277300053284,0.0,0.4956394845633738,0.0,0.016202110523544228,0.0,-1.7816223850830765e-16,0.0,0.005139725991790715,-0.015198259485322657,-0.0151154967648683,0.005139725991790661,-0.01519825948532258,-0.0151154967648683,0.07123717992948797,-0.0396656669584599,-0.010777908994310956,0.07123717992949864,-0.03966566695846124,-0.010777908994307944,0,2.5,2.5,3.5326139650675543
0.236,pid_ff,soft_start,0.004244934242613171,-1.126431417115349e-08,1.297987101833746,2.675598642497336e-16,-0.16224631185690006,3.14159,1.722771627953833e-14,-0.8608773593329082,-2.1060007140417507e-16,-2.35534477990434,0.7862505272752465,0.0,0.49798710183374606,0.0,0.012753688143099934,0.0,-2.675598642497336e-16,0.0,0.005381650526811867,-0.015924348602480064,-0.015841704082359343,0.005381650526811813,-0.015924348602479987,-0.015841704082359343,0.0737559865129779,-0.040810083926521926,-0.01108997582109415,0.07375598651297013,-0.04081008392652176,-0.011089975821095156,0,2.5,2.5,3.532533567367086
0.240,pid_ff,soft_start,0.00436058141107953,-1.1571194316504525e-08,1.3003435399635688,2.658922016141122e-16,-0.16570464097635357,3.14159,2.4130872692765294e-15,-0.863350520492628,2.7224235482926302e-17,-2.355321610566871,0.7862736966127155,0.0,0.5003435399635687,0.0,0.009295359023646421,0.0,-2.658922016141122e-16,0.0,0.0056303375762241465,-0.016670734082317628,-0.016588211066583432,0.005630337576224093,-0.01667073408231755,-0.016588211066583432,0.07630070303805972,-0.041967133476807236,-0.011408903887155302,0.07630070303807075,-0.04196713347680753,-0.011408903887156159,0,2.5,2.5,3.532451863149846
0.244,pid_ff,soft_start,0.0044781018745628925,-1.1883045418331317e-08,1.302708353433903,2.9800405620587025e-16,-0.16917229853463864,3.14159,4.845554728227935e-15,-0.8656793123343791,-1.1163263595787716e-15,-2.355298064826032,0.7862972423535544,0.0,0.502708353433903,0.0,0.005827701465361351,0.0,-2.9800405620587025e-16,0.0,0.005885826649122038,-0.017437534503645602,-0.017355136315654305,0.005885826649121984,-0.017437534503645526,-0.017355136315654305,0.07887016701939778,-0.04313673794723213,-0.011734830329599327,0.07887016701940824,-0.04313673794721964,-0.011734830329600165,0,2.5,2.5,3.5323688374005924
0.248,pid_ff,soft_start,0.004597516881078205,-1.219992386073243e-08,1.305081114967875,2.682666780145864e-16,-0.172648728366937,3.14159,-3.4925537428133557e-15,-0.8678692608182694,-1.5681360940556635e-15,-2.355274138371405,0.7863211688081808,0.0,0.5050811149678749,0.0,0.002351271633062979,0.0,-2.682666780145864e-16,0.0,0.006148155095170357,-0.018224861964168962,-0.018142591945525366,0.006148155095170303,-0.018224861964168886,-0.018142591945525366,0.08146323617056872,-0.044318819488367106,-0.012067880945507984,0.0814632361705615,-0.04431881948836944,-0.012067880945508687,0,2.5,2.5,3.5322844752023723
0.252,pid_ff,soft_start,0.004718847516826148,-1.2521885598047403e-08,1.307461414914484,2.480085337054927e-16,-0.17613339583318513,3.14159,-3.340866520096529e-15,-0.8699257394711916,-7.920862267953621e-16,-2.355249826923321,0.7863454802562657,0.0,0.507461414914484,0.0,-0.0011333958331851413,0.0,-2.480085337054927e-16,0.0,0.006417358121540955,-0.019032822131319595,-0.01895068364083015,0.006417358121540901,-0.01903282213131952,-0.01895068364083015,0.08407878925034012,-0.04551329974120652,-0.012408170066650199,0.08407878925033427,-0.045513299741208504,-0.012408170066647763,0,2.5,2.5,3.532198761755514
0.256,pid_ff,soft_start,0.004842114681156078,-1.2848986087782207e-08,1.3098488606382876,2.6989884871082395e-16,-0.17962578719571304,3.1415899999999994,-2.2493207699671348e-15,-0.8718539664516877,-2.0900136358730503e-16,-2.355225126237853,0.7863701809417343,0.0,0.5098488606382876,0.0,-0.004625787195713049,0.0,-2.6989884871082395e-16,0.0,0.006693468809849438,-0.019861514293088557,-0.019779510705722838,0.006693468809849384,-0.01986151429308848,-0.019779510705722838,0.08671572673024014,-0.04672009952807388,-0.012755800487969147,0.08671572673023456,-0.046720099528075716,-0.012755800487967064,0,2.5,2.5,3.5321116823953536
0.260,pid_ff,soft_start,0.004967339063280839,-1.3181280230922378e-08,1.3122430759166301,2.669603197813869e-16,-0.18312540898926397,3.14159,3.8807801034478396e-15,-0.8736590026479693,3.5332569554438744e-16,-2.3552000321114566,0.7863952750681298,0.0,0.5122430759166301,0.0,-0.008125408989263977,0.0,-2.669603197813869e-16,0.0,0.006976518133091851,-0.02071103140885822,-0.020629166114718694,0.006976518133091798,-0.020711031408858143,-0.020629166114718694,0.0893729713018317,-0.04793913855948313,-0.013110863444709828,0.089372971301827,-0.047939138559484076,-0.013110863444711388,0,2.5,2.5,3.532023222608731
0.264,pid_ff,soft_start,0.005094541120706096,-1.3518822314259136e-08,1.3146437003458822,2.4021382546319266e-16,-0.18663178738703803,3.1415899999999994,-1.077180285070711e-14,-0.8753457506851148,9.676831800476565e-16,-2.3551745403852737,0.786420766794313,0.0,0.5146437003458821,0.0,-0.011631787387038045,0.0,-2.4021382546319266e-16,0.0,0.007266534972581394,-0.021581460160234475,-0.021499736563534554,0.00726653497258134,-0.0215814601602344,-0.021499736563534554,0.09204946824058935,-0.04917033515834186,-0.013473438633249978,0.09204946824058466,-0.049170335158330226,-0.013473438633251351,0,2.5,2.5,3.531933368049263
0.268,pid_ff,soft_start,0.0052241427723733296,-1.3862731935003754e-08,1.317051123775672,2.622765945054003e-16,-0.19015705764958774,3.14159,6.308292339471218e-15,-0.8800619980031104,1.316297736163262e-15,-2.3551485664382197,0.7864467407413667,0.0,0.5170511237756719,0.0,-0.015157057649587746,0.0,-2.622765945054003e-16,0.0,0.007563546134885108,-0.02247288100187893,-0.02239130251992926,0.007563546134885055,-0.022472881001878855,-0.02239130251992926,0.09473568566029031,-0.050407321817562384,-0.013845045016987311,0.09473568566028714,-0.05040732181756541,-0.013845045016988864,0,2.5,2.5,3.5318418207954188
0.272,pid_ff,soft_start,0.0053563738846170205,-1.4213619065350332e-08,1.3194654257852014,2.388675876099344e-16,-0.1937063805525879,3.14159,-6.057524323549081e-16,-0.8860666040415922,4.90281666795473e-16,-2.35512206412344,0.7864732430561467,0.0,0.5194654257852014,0.0,-0.018706380552587915,0.0,-2.388675876099344e-16,0.0,0.007867576368760612,-0.023385368212341166,-0.023303938274544234,0.00786757636876056,-0.02338536821234109,-0.023303938274544234,0.09743462063165727,-0.051678132790542564,-0.014242254103618214,0.09743462063165481,-0.05167813279054584,-0.014242254103616115,0,2.5,2.5,3.5317484186145256
0.276,pid_ff,soft_start,0.005491336172912057,-1.457175361740609e-08,1.3218863520016741,1.9653938073712787e-16,-0.19728047203093735,3.14159,-1.4429950298380974e-14,-0.8922499394577963,-4.3287148486884754e-16,-2.355095012969355,0.7865002942102315,0.0,0.5218863520016741,0.0,-0.02228047203093736,0.0,-1.9653938073712787e-16,0.0,0.00817864838209277,-0.024318989944890845,-0.024237711991743835,0.008178648382092719,-0.02431898994489077,-0.024237711991743835,0.10013703669042642,-0.052973055861298274,-0.014660036674565061,0.10013703669042498,-0.052973055861290336,-0.014660036674559899,0,2.5,2.5,3.5316530898103755
0.280,pid_ff,soft_start,0.005629072924572117,-1.493725045799019e-08,1.32431337774926,1.04347510948558e-16,-0.20087811740654685,3.14159,-2.0936050936252388e-14,-0.898130037580175,1.2978644442811207e-16,-2.3550674042102275,0.7865279029693593,0.0,0.5243133777492599,0.0,-0.025878117406546858,0.0,-1.04347510948558e-16,0.0,0.0084967828588304,-0.025273808278349925,-0.025192685760455854,0.008496782858830348,-0.02527380827834985,-0.025192685760455854,0.1028388686183799,-0.05429347486070289,-0.015101016346701544,0.10283886861839542,-0.05429347486072144,-0.015101016346700401,0,2.5,2.5,3.531555803965921
0.284,pid_ff,soft_start,0.005769599675676909,-1.5310150811413724e-08,1.3267457477100846,6.206380161199732e-17,-0.20449727305062876,3.14159,-5.0867480184373656e-15,-0.903499955474721,-8.62680266770551e-16,-2.3550392346396523,0.7865560725399341,0.0,0.5267457477100845,0.0,-0.02949727305062877,0.0,-6.206380161199732e-17,0.0,0.008821998475923016,-0.02624987926792496,-0.0261689156450121,0.008821998475922962,-0.026249879267924884,-0.0261689156450121,0.10553285698374071,-0.055629950031047086,-0.015561448225326758,0.1055328569837519,-0.055629950031048814,-0.015561448225329007,0,2.5,2.5,3.5314565502711184
0.288,pid_ff,soft_start,0.0059129160382654445,-1.5690453649966668e-08,1.3291825041999448,3.94107358941242e-17,-0.2081354883942691,3.14159,-7.198820158394329e-15,-0.9082581027572073,-9.358614575455491e-16,-2.3550105042410046,0.7865848029385818,0.0,0.5291825041999447,0.0,-0.03313548839426911,0.0,-3.94107358941242e-17,0.0,0.009154311920257471,-0.027247252996039164,-0.027166451735988716,0.009154311920257419,-0.027247252996039088,-0.027166451735988716,0.10821445020865943,-0.05698020110444895,-0.01604182597467787,0.10821445020868592,-0.05698020110446177,-0.016041825974676474,0,2.5,2.5,3.53135532916712
0.292,pid_ff,soft_start,0.00605901136673514,-1.6078130723994574e-08,1.3316225100586307,3.59095426063182e-17,-0.2117901085319206,3.14159,-9.748227446071504e-15,-0.9123534678663703,-1.5533763899138286e-15,-2.3549812150523075,0.7866140921272784,0.0,0.5316225100586307,0.0,-0.03679010853192061,0.0,-3.59095426063182e-17,0.0,0.009493737905594705,-0.028265973623164676,-0.028185338201046746,0.009493737905594653,-0.0282659736231646,-0.028185338201046746,0.11087758676194845,-0.05833846287660888,-0.016540543260604255,0.11087758676195184,-0.05833846287660546,-0.01654054326060313,0,2.5,2.5,3.531252148342811
0.296,pid_ff,soft_start,0.006207866542465148,-1.6473131300379112e-08,1.334064468102478,-3.689321947697613e-18,-0.21545834090657254,3.14159,-6.0628942403513675e-15,-0.9157516868235297,-2.1230808301542677e-16,-2.354951370809031,0.786643936370556,0.0,0.534064468102478,0.0,-0.04045834090657255,0.0,3.689321947697613e-18,0.0,0.009840289189506439,-0.02930607943865476,-0.029225613335772595,0.009840289189506387,-0.029306079438654684,-0.029225613335772595,0.113516969261435,-0.0597025462918868,-0.01705818977204887,0.11351696926143645,-0.05970254629189531,-0.017058189772047684,0,2.5,2.5,3.5311470214733824
0.300,pid_ff,soft_start,0.006359454799530949,-1.6875384353937694e-08,1.3365069383753183,-3.4558536415129646e-17,-0.2191372917269105,3.14159,-4.923935711205728e-15,-0.9184274869975131,4.712542759480281e-17,-2.354920976779064,0.7866743304005226,0.0,0.5365069383753183,0.0,-0.0441372917269105,0.0,3.4558536415129646e-17,0.0,0.010193976590311859,-0.030367602911575985,-0.03028730961451848,0.010193976590311807,-0.03036760291157591,-0.03028730961451848,0.11612617774015832,-0.06106889503628876,-0.01759465090319387,0.11612617774012392,-0.06106889503628249,-0.0175946509031897,0,2.5,2.5,3.5310399676362505
0.304,pid_ff,soft_start,0.006513741564092413,-1.7284798140060184e-08,1.3389483535608013,-7.237944823297185e-17,-0.22282397002063306,3.14159,-8.7034144942059e-15,-0.9203566076539788,2.969531107169599e-15,-2.3548900397954395,0.7867052673841464,0.0,0.5389483535608013,0.0,-0.04782397002063307,0.0,7.237944823297185e-17,0.0,0.010554809004014341,-0.031450570741540416,-0.031370453741242914,0.010554809004014289,-0.03145057074154034,-0.031370453741242914,0.11869874185654694,-0.06243565841562499,-0.01815095121594601,0.11869874185655165,-0.06243565841560815,-0.018150951215945968,0,2.5,2.5,3.5309310114235726
0.308,pid_ff,soft_start,0.0066706841628386086,-1.7701259420430462e-08,1.3413870329140778,-8.80780086230131e-17,-0.2265152901801251,3.14159,-4.359970989279e-15,-0.921515423582109,2.8499722655375803e-15,-2.354858568315348,0.7867367388642386,0.0,0.5413870329140777,0.0,-0.0515152901801251,0.0,8.80780086230131e-17,0.0,0.010922793421238156,-0.03255500390953787,-0.032475066700351204,0.010922793421238104,-0.03255500390953779,-0.032475066700351204,0.1212273595306016,-0.06380039942103871,-0.018727879537822737,0.12122735953058833,-0.06380039942102422,-0.018727879537826023,0,2.5,2.5,3.5308201831471546
0.312,pid_ff,soft_start,0.006830231203051353,-1.8124631817906045e-08,1.3438211948324568,-1.1073309220411657e-16,-0.2302080648771942,3.14159,1.0386525717705885e-16,-0.9218785407865517,1.4811768569568004e-15,-2.3548265725450577,0.7867687346345287,0.0,0.5438211948324567,0.0,-0.05520806487719421,0.0,1.1073309220411657e-16,0.0,0.011297934944165143,-0.03368091772876801,-0.03360116380753587,0.01129793494416509,-0.03368091772876793,-0.03360116380753587,0.12370448080576613,-0.0651615248407438,-0.01932680837298891,0.12370448080574857,-0.06516152484074708,-0.019326808372984575,0,2.5,2.5,3.530707519275165
0.316,pid_ff,soft_start,0.0069923219353510944,-1.85547541317045e-08,1.3462489682265733,-1.1316466887389398e-16,-0.23389899959229205,3.14159,-2.5426534692398522e-15,-0.921419199536147,2.1977088051328664e-15,-2.3547940645683805,0.7868012426112063,0.0,0.5462489682265732,0.0,-0.058898999592292056,0.0,1.1316466887389398e-16,0.0,0.01168023680347145,-0.034828321895472636,-0.03474875476061716,0.011680236803471397,-0.03482832189547256,-0.03474875476061716,0.12612201487903138,-0.0665172037794036,-0.019949014919724756,0.12612201487901542,-0.06651720377940706,-0.019949014919724395,0,2.5,2.5,3.5305930628809463
0.320,pid_ff,soft_start,0.007156885472882939,-1.899143825373855e-08,1.3486684027741085,-1.16159800179902e-17,-0.2375846835154239,3.14159,1.8784540314732103e-14,-0.9201083685772319,1.6179848380865069e-15,-2.3547610585040055,0.7868342486755804,0.0,0.5486684027741084,0.0,-0.0625846835154239,0.0,1.16159800179902e-17,0.0,0.012069700375264213,-0.035997220539767866,-0.035917843690383526,0.012069700375264161,-0.03599722053976779,-0.035917843690383526,0.12847167739653437,-0.06786606069204669,-0.020596050374291103,0.12847167739653695,-0.06786606069205015,-0.02059605037429031,0,2.5,2.5,3.530476864193058
0.324,pid_ff,soft_start,0.00732383999914038,-1.9434467082804495e-08,1.3510774781618133,-9.843757220267301e-17,-0.24126158158738864,3.1415900000000003,-1.2166756560040018e-14,-0.9179150298130611,1.2700458396304894e-15,-2.3547275706652018,0.7868677365143846,0.0,0.5510774781618133,0.0,-0.06626158158738865,0.0,9.843757220267301e-17,0.0,0.012466325198018277,-0.03718761227647631,-0.0371084292114321,0.012466325198018225,-0.03718761227647623,-0.0371084292114321,0.1307449046203825,-0.06920665327510613,-0.021269390298590894,0.13074490462038468,-0.06920665327510828,-0.021269390298587383,0,2.5,2.5,3.530358981153187
0.328,pid_ff,soft_start,0.007493091898949395,-1.9883592195777147e-08,1.353474112391298,3.2722870861734475e-18,-0.24492602484204168,3.14159,1.2870549910238326e-14,-0.9148057541655428,4.0004889691351117e-16,-2.354693619735024,0.786901687444562,0.0,0.5534741123912978,0.0,-0.06992602484204169,0.0,-3.2722870861734475e-18,0.0,0.012870108989512864,-0.038399490255959214,-0.03832050447300906,0.012870108989512814,-0.03839949025595914,-0.03832050447300906,0.1329330720089953,-0.07053781528954925,-0.021970598730186586,0.13293307200899734,-0.07053781528953808,-0.02197059873018321,0,2.5,2.5,3.5302394800281496
0.332,pid_ff,soft_start,0.007664534875182728,-2.0338531529076185e-08,1.3558561692343178,-6.15247807438685e-17,-0.24857420125300647,3.14159,-3.932993958330226e-15,-0.9107448275099217,8.567347801087378e-16,-2.35465922694448,0.7869360802351064,0.0,0.5558561692343178,0.0,-0.07357420125300648,0.0,6.15247807438685e-17,0.0,0.013281047663768333,-0.03963284221494882,-0.03955405720985032,0.013281047663768282,-0.03963284221494874,-0.03955405720985032,0.1350274925796368,-0.07185839886462526,-0.022701140443411483,0.13502749257963836,-0.07185839886462825,-0.02270114044340882,0,2.5,2.5,3.5301184360317994
0.336,pid_ff,soft_start,0.007838049020769122,-2.0798966893288337e-08,1.3582214649108242,5.073556465725304e-18,-0.25220214562329607,3.14159,1.5980747298451175e-14,-0.9056940117453529,-5.46116612408807e-16,-2.3546244162597643,0.7869708909198216,0.0,0.5582214649108241,0.0,-0.07720214562329608,0.0,-5.073556465725304e-18,0.0,0.013699135347982835,-0.040887650527380415,-0.04080906979302181,0.013699135347982783,-0.04088765052738034,-0.04080906979302181,0.13701956107301347,-0.07316744463414307,-0.023462449450490364,0.1370195610730146,-0.07316744463414526,-0.023462449450487265,0,2.5,2.5,3.5299959339783156
0.340,pid_ff,soft_start,0.008013499879011806,-2.1264541501128188e-08,1.3605677740668654,4.550748025459193e-18,-0.2558057295934949,3.14159,-1.122222497258888e-14,-0.8996125743949006,-3.361378313244355e-16,-2.3545892145719383,0.7870060926076476,0.0,0.5605677740668653,0.0,-0.08080572959349491,0.0,-4.550748025459193e-18,0.0,0.014124364399469016,-0.04216389225522455,-0.04208551928075997,0.014124364399468965,-0.042163892255224475,-0.04208551928075997,0.1389007843267366,-0.07446405198840811,-0.024255823839730448,0.13890078432673789,-0.07446405198841027,-0.024255823839727818,0,2.5,2.5,3.52987206894357
